motif	num_nodes	erdos_p	occurences	mean
6	1000	0.2	798455	803522
7	1000	0.2	1593298	1600717
8	1000	0.2	320391	322318
9	1000	0.2	39784614	39791905
10	1000	0.2	797189	803512
11	1000	0.2	7978470	7980898
12	1000	0.2	7981624	7981005
13	1000	0.2	19894566	19974341
1	1000	0.2	20036492	20116472
2	1000	0.2	2674111	2677679
3	1000	0.2	8033473	8099056
4	1000	0.2	10847	11055
5	1000	0.2	812548	811831
6	1000	0.2	808317	815133
7	1000	0.2	1616636	1623662
8	1000	0.2	324745	328179
9	1000	0.2	40062882	40069925
10	1000	0.2	809315	815186
11	1000	0.2	8073666	8066239
12	1000	0.2	8073629	8065718
13	1000	0.2	20037793	20117772
1	1000	0.2	20099811	20179889
2	1000	0.2	2692530	2690615
3	1000	0.2	8071968	8136417
4	1000	0.2	11238	11155
5	1000	0.2	820688	816887
6	1000	0.2	815707	820157
7	1000	0.2	1631313	1633774
8	1000	0.2	330157	330682
9	1000	0.2	40197689	40198876
10	1000	0.2	815580	820139
11	1000	0.2	8119814	8103980
12	1000	0.2	8118909	8104154
13	1000	0.2	20099376	20179454
1	1000	0.2	20091777	20171846
2	1000	0.2	2689527	2689247
3	1000	0.2	8069681	8133038
4	1000	0.2	10525	11147
5	1000	0.2	800150	816409
6	1000	0.2	804564	819628
7	1000	0.2	1610229	1632819
8	1000	0.2	320537	330464
9	1000	0.2	40182968	40185251
10	1000	0.2	805207	819785
11	1000	0.2	8019976	8101097
12	1000	0.2	8019982	8099551
13	1000	0.2	20095631	20175696
1	1000	0.2	19990281	20070197
2	1000	0.2	2669428	2668784
3	1000	0.2	8004629	8069736
4	1000	0.2	10827	10972
5	1000	0.2	807140	807995
6	1000	0.2	803526	811213
7	1000	0.2	1610007	1615991
8	1000	0.2	323587	326169
9	1000	0.2	39986155	39981141
10	1000	0.2	804610	811161
11	1000	0.2	8033945	8037720
12	1000	0.2	8033879	8038244
13	1000	0.2	19988972	20068889
1	1000	0.2	19976683	20056585
2	1000	0.2	2667577	2666623
3	1000	0.2	7997728	8061861
4	1000	0.2	10432	10949
5	1000	0.2	790857	806989
6	1000	0.2	795668	810091
7	1000	0.2	1590122	1613978
8	1000	0.2	315517	325620
9	1000	0.2	39968205	39959560
10	1000	0.2	795244	810128
11	1000	0.2	7952715	8030989
12	1000	0.2	7957773	8030624
13	1000	0.2	19977594	20057495
1	1000	0.3	44722708	44827405
2	1000	0.3	8933558	8930779
3	1000	0.3	26790007	26913820
4	1000	0.3	118336	121637
5	1000	0.3	3972341	4030728
6	1000	0.3	3993208	4040031
7	1000	0.3	7986996	8061457
8	1000	0.3	2380402	2425584
9	1000	0.3	89455171	89448366
10	1000	0.3	3991745	4039681
11	1000	0.3	26657165	26851847
12	1000	0.3	26665308	26854173
13	1000	0.3	44718821	44823522
1	1000	0.3	44767443	44872156
2	1000	0.3	8944003	8941796
3	1000	0.3	26828255	26953631
4	1000	0.3	120094	122027
5	1000	0.3	4011639	4038350
6	1000	0.3	4017961	4048382
7	1000	0.3	8036470	8076700
8	1000	0.3	2405944	2431766
9	1000	0.3	89519214	89521918
10	1000	0.3	4014507	4047600
11	1000	0.3	26798228	26886837
12	1000	0.3	26810024	26892031
13	1000	0.3	44758767	44863489
1	1000	0.3	44822032	44926790
2	1000	0.3	8960477	8959551
3	1000	0.3	26880576	27005131
4	1000	0.3	121648	122485
5	1000	0.3	4036436	4048742
6	1000	0.3	4032486	4058371
7	1000	0.3	8069160	8097484
8	1000	0.3	2422605	2439454
9	1000	0.3	89644799	89640382
10	1000	0.3	4033186	4058141
11	1000	0.3	26902002	26941055
12	1000	0.3	26902415	26942582
13	1000	0.3	44819483	44924243
1	1000	0.3	44932181	45037022
2	1000	0.3	8993262	8994322
3	1000	0.3	26978121	27107377
4	1000	0.3	121562	123402
5	1000	0.3	4056419	4069322
6	1000	0.3	4052658	4078463
7	1000	0.3	8104938	8138644
8	1000	0.3	2433266	2454790
9	1000	0.3	89864286	89872151
10	1000	0.3	4053397	4078921
11	1000	0.3	27010504	27046618
12	1000	0.3	27007998	27043582
13	1000	0.3	44937243	45042079
1	1000	0.3	44658887	44763539
2	1000	0.3	8912987	8911363
3	1000	0.3	26737650	26861502
4	1000	0.3	120048	121193
5	1000	0.3	4012141	4019975
6	1000	0.3	4006129	4029355
7	1000	0.3	8013239	8039951
8	1000	0.3	2401300	2417917
9	1000	0.3	89323302	89318678
10	1000	0.3	4007846	4029732
11	1000	0.3	26775084	26798973
12	1000	0.3	26771075	26796467
13	1000	0.3	44663078	44767726
1	1000	0.3	44922181	45027020
2	1000	0.3	8993532	8992163
3	1000	0.3	26964711	27095305
4	1000	0.3	120580	123267
5	1000	0.3	4025485	4067184
6	1000	0.3	4036434	4076067
7	1000	0.3	8075510	8134368
8	1000	0.3	2416710	2452800
9	1000	0.3	89852541	89857769
10	1000	0.3	4035736	4076194
11	1000	0.3	26899022	27036251
12	1000	0.3	26900841	27035412
13	1000	0.3	44923579	45028416
1	1000	0.3	44747399	44852122
2	1000	0.3	8937956	8939915
3	1000	0.3	26815786	26940844
4	1000	0.3	119721	121879
5	1000	0.3	4007479	4036151
6	1000	0.3	4012874	4044938
7	1000	0.3	8025135	8072302
8	1000	0.3	2400972	2429630
9	1000	0.3	89507898	89509358
10	1000	0.3	4012426	4045567
11	1000	0.3	26790317	26882313
12	1000	0.3	26787038	26878139
13	1000	0.3	44754372	44859088
1	1000	0.3	44948935	45053776
2	1000	0.3	8999836	8997381
3	1000	0.3	26994146	27119463
4	1000	0.3	120464	123526
5	1000	0.3	4014494	4071597
6	1000	0.3	4035323	4081337
7	1000	0.3	8068292	8143195
8	1000	0.3	2412620	2456701
9	1000	0.3	89895672	89892528
10	1000	0.3	4034943	4081041
11	1000	0.3	26862882	27054747
12	1000	0.3	26871247	27056709
13	1000	0.3	44945665	45050509
1	1000	0.4	79944358	80064161
2	1000	0.4	21342291	21342273
3	1000	0.4	64030282	64227682
4	1000	0.4	689702	691763
5	1000	0.4	12857572	12860195
6	1000	0.4	12837370	12879798
7	1000	0.4	25681181	25720390
8	1000	0.4	10303637	10332208
9	1000	0.4	159875251	159884598
10	1000	0.4	12840533	12880904
11	1000	0.4	64120729	64129923
12	1000	0.4	64108461	64124420
13	1000	0.4	79951236	80071032
1	1000	0.4	79755396	79875155
2	1000	0.4	21263524	21267779
3	1000	0.4	63802542	64000186
4	1000	0.4	678271	686835
5	1000	0.4	12736835	12799716
6	1000	0.4	12747698	12818812
7	1000	0.4	25494115	25599433
8	1000	0.4	10186640	10271108
9	1000	0.4	159504390	159512336
10	1000	0.4	12745992	12820080
11	1000	0.4	63743900	63904847
12	1000	0.4	63745498	63898525
13	1000	0.4	79763306	79883057
1	1000	0.4	79832258	79952035
2	1000	0.4	21298021	21297971
3	1000	0.4	63892326	64086272
4	1000	0.4	687509	688633
5	1000	0.4	12850915	12822996
6	1000	0.4	12815132	12842335
7	1000	0.4	25634109	25645992
8	1000	0.4	10284474	10293889
9	1000	0.4	159668168	159663265
10	1000	0.4	12818809	12842232
11	1000	0.4	64061282	63989763
12	1000	0.4	64055805	63990279
13	1000	0.4	79831612	79951389
1	1000	0.4	79614091	79733813
2	1000	0.4	21216365	21210827
3	1000	0.4	63640750	63828741
4	1000	0.4	674852	683160
5	1000	0.4	12701839	12754024
6	1000	0.4	12709790	12773262
7	1000	0.4	25423330	25508048
8	1000	0.4	10152018	10225289
9	1000	0.4	159235355	159227441
10	1000	0.4	12710458	12774092
11	1000	0.4	63605912	63732604
12	1000	0.4	63600128	63728467
13	1000	0.4	79619272	79738989
1	1000	0.4	79896524	80016324
2	1000	0.4	21328017	21326112
3	1000	0.4	63965006	64156515
4	1000	0.4	682104	689988
5	1000	0.4	12781491	12842702
6	1000	0.4	12794061	12861087
7	1000	0.4	25589524	25685404
8	1000	0.4	10234413	10311927
9	1000	0.4	159804295	159803877
10	1000	0.4	12791407	12860058
11	1000	0.4	63910154	64064801
12	1000	0.4	63919317	64069928
13	1000	0.4	79890115	80009922
1	1000	0.4	79406635	79526310
2	1000	0.4	21126076	21129643
3	1000	0.4	63393839	63582931
4	1000	0.4	667642	677892
5	1000	0.4	12606794	12688677
6	1000	0.4	12628683	12707190
7	1000	0.4	25254314	25377354
8	1000	0.4	10061359	10159662
9	1000	0.4	158821617	158820891
10	1000	0.4	12631697	12708967
11	1000	0.4	63291900	63490294
12	1000	0.4	63276883	63481419
13	1000	0.4	79417764	79537428
1	1000	0.4	79289959	79409588
2	1000	0.4	21072492	21077699
3	1000	0.4	63241927	63431664
4	1000	0.4	674078	674724
5	1000	0.4	12672253	12648108
6	1000	0.4	12643090	12668743
7	1000	0.4	25277780	25296217
8	1000	0.4	10109172	10119678
9	1000	0.4	158554156	158560494
10	1000	0.4	12643506	12667160
11	1000	0.4	63394216	63328347
12	1000	0.4	63393314	63336260
13	1000	0.4	79280028	79399667
1	1000	0.4	79842410	79962188
2	1000	0.4	21301974	21301647
3	1000	0.4	63906708	64094592
4	1000	0.4	692604	688783
5	1000	0.4	12903562	12825398
6	1000	0.4	12848791	12844895
7	1000	0.4	25691108	25650797
8	1000	0.4	10332020	10295970
9	1000	0.4	159680587	159681637
10	1000	0.4	12849444	12843935
11	1000	0.4	64193069	63997307
12	1000	0.4	64199049	64002087
13	1000	0.4	79836431	79956215
1	2000	0.001	4004	6005
2	2000	0.001	4	2
3	2000	0.001	9	18
4	2000	0.001	0	0
5	2000	0.001	0	0
6	2000	0.001	0	0
7	2000	0.001	0	0
8	2000	0.001	0	0
9	2000	0.001	8019	8036
10	2000	0.001	0	0
11	2000	0.001	9	12
12	2000	0.001	11	12
13	2000	0.001	4030	6031
1	2000	0.001	3834	5792
2	2000	0.001	4	2
3	2000	0.001	6	17
4	2000	0.001	0	0
5	2000	0.001	0	0
6	2000	0.001	0	0
7	2000	0.001	0	0
8	2000	0.001	0	0
9	2000	0.001	7703	7691
10	2000	0.001	0	0
11	2000	0.001	17	11
12	2000	0.001	25	11
13	2000	0.001	3798	5756
1	2000	0.001	4153	6188
2	2000	0.001	2	2
3	2000	0.001	6	18
4	2000	0.001	0	0
5	2000	0.001	0	0
6	2000	0.001	0	0
7	2000	0.001	0	0
8	2000	0.001	0	0
9	2000	0.001	8212	8310
10	2000	0.001	0	0
11	2000	0.001	0	12
12	2000	0.001	0	12
13	2000	0.001	4120	6155
1	2000	0.001	3998	6001
2	2000	0.001	4	2
3	2000	0.001	6	18
4	2000	0.001	0	0
5	2000	0.001	0	0
6	2000	0.001	0	0
7	2000	0.001	0	0
8	2000	0.001	0	0
9	2000	0.001	7913	8048
10	2000	0.001	0	0
11	2000	0.001	7	12
12	2000	0.001	9	12
13	2000	0.001	4140	6143
1	2000	0.001	4046	6046
2	2000	0.001	4	2
3	2000	0.001	8	17
4	2000	0.001	0	0
5	2000	0.001	0	0
6	2000	0.001	0	0
7	2000	0.001	0	0
8	2000	0.001	0	0
9	2000	0.001	8038	8028
10	2000	0.001	0	0
11	2000	0.001	16	11
12	2000	0.001	10	12
13	2000	0.001	3910	5911
1	2000	0.001	4180	6200
2	2000	0.001	2	2
3	2000	0.001	10	18
4	2000	0.001	0	0
5	2000	0.001	0	0
6	2000	0.001	0	0
7	2000	0.001	0	0
8	2000	0.001	0	0
9	2000	0.001	8145	8185
10	2000	0.001	0	0
11	2000	0.001	13	12
12	2000	0.001	22	12
13	2000	0.001	4094	6114
1	2000	0.001	4254	6288
2	2000	0.001	3	2
3	2000	0.001	9	19
4	2000	0.001	0	0
5	2000	0.001	0	0
6	2000	0.001	0	0
7	2000	0.001	0	0
8	2000	0.001	0	0
9	2000	0.001	8265	8302
10	2000	0.001	0	0
11	2000	0.001	0	12
12	2000	0.001	0	12
13	2000	0.001	4260	6294
1	2000	0.001	3861	5834
2	2000	0.001	4	2
3	2000	0.001	5	17
4	2000	0.001	0	0
5	2000	0.001	0	0
6	2000	0.001	0	0
7	2000	0.001	0	0
8	2000	0.001	0	0
9	2000	0.001	7829	7809
10	2000	0.001	0	0
11	2000	0.001	2	11
12	2000	0.001	4	11
13	2000	0.001	3926	5899
1	2000	0.002	16067	20069
2	2000	0.002	19	21
3	2000	0.002	66	100
4	2000	0.002	0	0
5	2000	0.002	0	0
6	2000	0.002	0	0
7	2000	0.002	0	0
8	2000	0.002	0	0
9	2000	0.002	32245	32184
10	2000	0.002	0	0
11	2000	0.002	42	80
12	2000	0.002	35	80
13	2000	0.002	16084	20086
1	2000	0.002	15498	19433
2	2000	0.002	19	20
3	2000	0.002	65	95
4	2000	0.002	0	0
5	2000	0.002	0	0
6	2000	0.002	0	0
7	2000	0.002	0	0
8	2000	0.002	0	0
9	2000	0.002	31024	31118
10	2000	0.002	0	0
11	2000	0.002	57	76
12	2000	0.002	46	76
13	2000	0.002	15383	19318
1	2000	0.002	16426	20459
2	2000	0.002	17	22
3	2000	0.002	67	102
4	2000	0.002	0	0
5	2000	0.002	0	0
6	2000	0.002	0	0
7	2000	0.002	0	0
8	2000	0.002	0	0
9	2000	0.002	32743	32691
10	2000	0.002	0	0
11	2000	0.002	70	82
12	2000	0.002	75	82
13	2000	0.002	16250	20283
1	2000	0.002	16167	20161
2	2000	0.002	26	21
3	2000	0.002	56	100
4	2000	0.002	0	0
5	2000	0.002	0	0
6	2000	0.002	0	0
7	2000	0.002	0	0
8	2000	0.002	0	0
9	2000	0.002	31941	32064
10	2000	0.002	0	0
11	2000	0.002	66	80
12	2000	0.002	77	80
13	2000	0.002	16011	20005
1	2000	0.002	15684	19654
2	2000	0.002	26	21
3	2000	0.002	71	98
4	2000	0.002	0	0
5	2000	0.002	0	0
6	2000	0.002	0	0
7	2000	0.002	0	0
8	2000	0.002	0	0
9	2000	0.002	31486	31664
10	2000	0.002	0	0
11	2000	0.002	45	79
12	2000	0.002	56	78
13	2000	0.002	15951	19921
1	2000	0.002	15646	19587
2	2000	0.002	17	20
3	2000	0.002	60	96
4	2000	0.002	0	0
5	2000	0.002	0	0
6	2000	0.002	0	0
7	2000	0.002	0	0
8	2000	0.002	0	0
9	2000	0.002	31359	31213
10	2000	0.002	0	0
11	2000	0.002	76	77
12	2000	0.002	72	77
13	2000	0.002	15555	19496
1	2000	0.002	15523	19459
2	2000	0.002	26	20
3	2000	0.002	49	95
4	2000	0.002	0	0
5	2000	0.002	0	0
6	2000	0.002	0	0
7	2000	0.002	0	0
8	2000	0.002	0	0
9	2000	0.002	30858	31126
10	2000	0.002	0	0
11	2000	0.002	61	76
12	2000	0.002	81	76
13	2000	0.002	15376	19312
1	2000	0.002	16087	20084
2	2000	0.002	21	21
3	2000	0.002	67	100
4	2000	0.002	0	0
5	2000	0.002	0	0
6	2000	0.002	0	0
7	2000	0.002	0	0
8	2000	0.002	0	0
9	2000	0.002	32234	32112
10	2000	0.002	0	0
11	2000	0.002	57	80
12	2000	0.002	67	80
13	2000	0.002	16054	20051
1	2000	0.005	98237	108088
2	2000	0.005	310	323
3	2000	0.005	960	1181
4	2000	0.005	0	0
5	2000	0.005	0	2
6	2000	0.005	1	3
7	2000	0.005	2	5
8	2000	0.005	0	0
9	2000	0.005	195575	196139
10	2000	0.005	2	3
11	2000	0.005	819	1072
12	2000	0.005	799	1071
13	2000	0.005	98332	108183
1	2000	0.005	99518	109400
2	2000	0.005	329	327
3	2000	0.005	1066	1198
4	2000	0.005	0	0
5	2000	0.005	0	2
6	2000	0.005	5	3
7	2000	0.005	5	5
8	2000	0.005	0	0
9	2000	0.005	197536	197409
10	2000	0.005	4	3
11	2000	0.005	1160	1081
12	2000	0.005	1171	1087
13	2000	0.005	98879	108762
1	2000	0.005	99787	109757
2	2000	0.005	356	335
3	2000	0.005	984	1208
4	2000	0.005	0	0
5	2000	0.005	1	3
6	2000	0.005	1	3
7	2000	0.005	4	6
8	2000	0.005	0	0
9	2000	0.005	200050	200900
10	2000	0.005	2	3
11	2000	0.005	967	1106
12	2000	0.005	941	1100
13	2000	0.005	100311	110280
1	2000	0.005	100024	109952
2	2000	0.005	340	331
3	2000	0.005	1000	1208
4	2000	0.005	0	0
5	2000	0.005	3	3
6	2000	0.005	1	3
7	2000	0.005	8	6
8	2000	0.005	0	0
9	2000	0.005	199104	199260
10	2000	0.005	3	3
11	2000	0.005	1022	1094
12	2000	0.005	865	1098
13	2000	0.005	99686	109615
1	2000	0.005	101135	111147
2	2000	0.005	319	340
3	2000	0.005	1011	1236
4	2000	0.005	0	0
5	2000	0.005	0	3
6	2000	0.005	1	3
7	2000	0.005	3	6
8	2000	0.005	0	0
9	2000	0.005	202310	202627
10	2000	0.005	0	3
11	2000	0.005	744	1127
12	2000	0.005	780	1119
13	2000	0.005	101889	111900
1	2000	0.005	99792	109743
2	2000	0.005	344	333
3	2000	0.005	1004	1211
4	2000	0.005	0	0
5	2000	0.005	5	3
6	2000	0.005	2	3
7	2000	0.005	8	6
8	2000	0.005	0	0
9	2000	0.005	199957	200139
10	2000	0.005	4	3
11	2000	0.005	1238	1104
12	2000	0.005	1292	1098
13	2000	0.005	100356	110306
1	2000	0.005	100766	110786
2	2000	0.005	354	340
3	2000	0.005	1015	1224
4	2000	0.005	0	0
5	2000	0.005	3	3
6	2000	0.005	1	3
7	2000	0.005	5	6
8	2000	0.005	0	0
9	2000	0.005	203108	202929
10	2000	0.005	1	3
11	2000	0.005	888	1121
12	2000	0.005	855	1116
13	2000	0.005	101217	111236
1	2000	0.005	99342	109268
2	2000	0.005	329	331
3	2000	0.005	952	1195
4	2000	0.005	0	0
5	2000	0.005	3	2
6	2000	0.005	3	3
7	2000	0.005	6	5
8	2000	0.005	0	0
9	2000	0.005	198950	199161
10	2000	0.005	5	3
11	2000	0.005	1084	1089
12	2000	0.005	1067	1091
13	2000	0.005	99168	109094
1	2000	0.01	403868	423763
2	2000	0.01	2737	2709
3	2000	0.01	8120	8956
4	2000	0.01	0	0
5	2000	0.01	36	45
6	2000	0.01	34	47
7	2000	0.01	67	90
8	2000	0.01	0	0
9	2000	0.01	809027	808218
10	2000	0.01	43	47
11	2000	0.01	7044	8541
12	2000	0.01	7057	8525
13	2000	0.01	404685	424579
1	2000	0.01	396474	416180
2	2000	0.01	2553	2632
3	2000	0.01	7728	8697
4	2000	0.01	0	0
5	2000	0.01	23	43
6	2000	0.01	38	45
7	2000	0.01	81	86
8	2000	0.01	0	0
9	2000	0.01	792875	792777
10	2000	0.01	39	45
11	2000	0.01	7330	8284
12	2000	0.01	7502	8292
13	2000	0.01	396068	415774
1	2000	0.01	410216	430253
2	2000	0.01	2769	2769
3	2000	0.01	8258	9160
4	2000	0.01	0	0
5	2000	0.01	33	46
6	2000	0.01	40	48
7	2000	0.01	79	92
8	2000	0.01	0	1
9	2000	0.01	820003	819957
10	2000	0.01	41	48
11	2000	0.01	7969	8728
12	2000	0.01	7638	8718
13	2000	0.01	410732	430769
1	2000	0.01	401085	420905
2	2000	0.01	2655	2679
3	2000	0.01	7980	8865
4	2000	0.01	0	0
5	2000	0.01	49	44
6	2000	0.01	34	46
7	2000	0.01	87	88
8	2000	0.01	3	0
9	2000	0.01	803190	802120
10	2000	0.01	48	46
11	2000	0.01	8234	8447
12	2000	0.01	8022	8435
13	2000	0.01	401697	421517
1	2000	0.01	401359	421173
2	2000	0.01	2640	2676
3	2000	0.01	7986	8843
4	2000	0.01	0	0
5	2000	0.01	27	44
6	2000	0.01	38	46
7	2000	0.01	62	88
8	2000	0.01	1	0
9	2000	0.01	800473	801600
10	2000	0.01	46	46
11	2000	0.01	7653	8415
12	2000	0.01	7683	8438
13	2000	0.01	400245	420059
1	2000	0.01	398090	417858
2	2000	0.01	2656	2657
3	2000	0.01	8123	8789
4	2000	0.01	0	0
5	2000	0.01	27	43
6	2000	0.01	37	46
7	2000	0.01	59	87
8	2000	0.01	0	0
9	2000	0.01	798800	797801
10	2000	0.01	36	46
11	2000	0.01	6909	8390
12	2000	0.01	6902	8351
13	2000	0.01	400034	419801
1	2000	0.01	394574	414253
2	2000	0.01	2555	2621
3	2000	0.01	7684	8645
4	2000	0.01	0	0
5	2000	0.01	49	43
6	2000	0.01	38	45
7	2000	0.01	82	86
8	2000	0.01	1	0
9	2000	0.01	790928	790550
10	2000	0.01	40	45
11	2000	0.01	8636	8249
12	2000	0.01	8766	8242
13	2000	0.01	394921	414599
1	2000	0.01	402463	422295
2	2000	0.01	2640	2684
3	2000	0.01	8102	8877
4	2000	0.01	0	0
5	2000	0.01	41	44
6	2000	0.01	56	46
7	2000	0.01	64	89
8	2000	0.01	1	0
9	2000	0.01	802014	803121
10	2000	0.01	48	46
11	2000	0.01	7702	8441
12	2000	0.01	7796	8468
13	2000	0.01	401087	420920
1	2000	0.02	1590954	1630037
2	2000	0.02	21190	21172
3	2000	0.02	62852	66605
4	2000	0.02	0	0
5	2000	0.02	656	664
6	2000	0.02	685	680
7	2000	0.02	1282	1329
8	2000	0.02	30	27
9	2000	0.02	3181965	3182267
10	2000	0.02	646	680
11	2000	0.02	64443	65015
12	2000	0.02	64670	65069
13	2000	0.02	1589602	1628685
1	2000	0.02	1580016	1618954
2	2000	0.02	20763	20934
3	2000	0.02	63276	65998
4	2000	0.02	0	0
5	2000	0.02	629	656
6	2000	0.02	619	672
7	2000	0.02	1273	1312
8	2000	0.02	17	27
9	2000	0.02	3162579	3158385
10	2000	0.02	660	672
11	2000	0.02	63600	64377
12	2000	0.02	63314	64384
13	2000	0.02	1579846	1618784
1	2000	0.02	1597317	1636489
2	2000	0.02	21026	21320
3	2000	0.02	63562	67069
4	2000	0.02	0	0
5	2000	0.02	570	670
6	2000	0.02	621	686
7	2000	0.02	1222	1341
8	2000	0.02	32	28
9	2000	0.02	3197706	3197119
10	2000	0.02	600	687
11	2000	0.02	61173	65514
12	2000	0.02	61005	65479
13	2000	0.02	1598199	1637371
1	2000	0.02	1587067	1626109
2	2000	0.02	21208	21103
3	2000	0.02	63434	66438
4	2000	0.02	0	0
5	2000	0.02	637	662
6	2000	0.02	648	678
7	2000	0.02	1234	1324
8	2000	0.02	20	27
9	2000	0.02	3177249	3175412
10	2000	0.02	646	678
11	2000	0.02	64216	64869
12	2000	0.02	64690	64842
13	2000	0.02	1587735	1626776
1	2000	0.02	1605513	1644764
2	2000	0.02	21412	21452
3	2000	0.02	64366	67616
4	2000	0.02	0	0
5	2000	0.02	643	677
6	2000	0.02	674	694
7	2000	0.02	1274	1355
8	2000	0.02	26	28
9	2000	0.02	3209722	3210324
10	2000	0.02	690	694
11	2000	0.02	65544	65988
12	2000	0.02	65315	65946
13	2000	0.02	1606578	1645828
1	2000	0.02	1600839	1640019
2	2000	0.02	21352	21335
3	2000	0.02	64468	67277
4	2000	0.02	0	0
5	2000	0.02	624	673
6	2000	0.02	627	690
7	2000	0.02	1218	1346
8	2000	0.02	25	28
9	2000	0.02	3200280	3198639
10	2000	0.02	606	689
11	2000	0.02	61214	65608
12	2000	0.02	60580	65636
13	2000	0.02	1600144	1639325
1	2000	0.02	1602996	1642236
2	2000	0.02	21099	21433
3	2000	0.02	64451	67463
4	2000	0.02	0	0
5	2000	0.02	621	676
6	2000	0.02	632	692
7	2000	0.02	1303	1352
8	2000	0.02	32	28
9	2000	0.02	3205681	3208402
10	2000	0.02	660	692
11	2000	0.02	64346	65901
12	2000	0.02	64321	65825
13	2000	0.02	1604904	1644143
1	2000	0.02	1615583	1654944
2	2000	0.02	21671	21637
3	2000	0.02	64342	68075
4	2000	0.02	0	0
5	2000	0.02	602	684
6	2000	0.02	604	701
7	2000	0.02	1335	1368
8	2000	0.02	21	28
9	2000	0.02	3227615	3228775
10	2000	0.02	644	700
11	2000	0.02	64357	66407
12	2000	0.02	64701	66544
13	2000	0.02	1612163	1651525
1	2000	0.05	9930976	10025653
2	2000	0.05	329812	330297
3	2000	0.05	989206	1009315
4	2000	0.05	23	21
5	2000	0.05	25407	25168
6	2000	0.05	25091	25400
7	2000	0.05	49799	50337
8	2000	0.05	2503	2557
9	2000	0.05	19863596	19868441
10	2000	0.05	25312	25402
11	2000	0.05	1005443	1000110
12	2000	0.05	1004103	1000012
13	2000	0.05	9931956	10026633
1	2000	0.05	10028785	10123906
2	2000	0.05	335712	335226
3	2000	0.05	1005102	1024209
4	2000	0.05	21	22
5	2000	0.05	25355	25666
6	2000	0.05	25292	25899
7	2000	0.05	50546	51332
8	2000	0.05	2474	2620
9	2000	0.05	20070430	20065628
10	2000	0.05	24918	25904
11	2000	0.05	1004946	1014993
12	2000	0.05	1009856	1014811
13	2000	0.05	10030605	10125726
1	2000	0.05	9905837	10000376
2	2000	0.05	328830	328798
3	2000	0.05	985944	1005191
4	2000	0.05	23	21
5	2000	0.05	24959	25027
6	2000	0.05	24529	25270
7	2000	0.05	49459	50055
8	2000	0.05	2499	2540
9	2000	0.05	19807670	19808300
10	2000	0.05	24883	25259
11	2000	0.05	995136	995519
12	2000	0.05	994197	995980
13	2000	0.05	9901202	9995743
1	2000	0.05	9963223	10058051
2	2000	0.05	331543	331965
3	2000	0.05	995039	1014874
4	2000	0.05	20	21
5	2000	0.05	24577	25349
6	2000	0.05	24682	25579
7	2000	0.05	49535	50699
8	2000	0.05	2436	2581
9	2000	0.05	19935677	19935259
10	2000	0.05	24636	25600
11	2000	0.05	990190	1005750
12	2000	0.05	990116	1004929
13	2000	0.05	9971442	10066266
1	2000	0.05	10067969	10163240
2	2000	0.05	337139	336926
3	2000	0.05	1010565	1030194
4	2000	0.05	22	22
5	2000	0.05	26433	25859
6	2000	0.05	26080	26108
7	2000	0.05	51654	51719
8	2000	0.05	2622	2646
9	2000	0.05	20134293	20133379
10	2000	0.05	25729	26106
11	2000	0.05	1033055	1020407
12	2000	0.05	1031893	1020472
13	2000	0.05	10067321	10162592
1	2000	0.05	9940088	10034794
2	2000	0.05	329764	330630
3	2000	0.05	993000	1011248
4	2000	0.05	19	21
5	2000	0.05	24626	25225
6	2000	0.05	24680	25463
7	2000	0.05	49516	50450
8	2000	0.05	2531	2566
9	2000	0.05	19886393	19881796
10	2000	0.05	24630	25476
11	2000	0.05	986865	1001785
12	2000	0.05	986231	1001260
13	2000	0.05	9945353	10040056
1	2000	0.05	9995673	10090598
2	2000	0.05	332568	333088
3	2000	0.05	998913	1018861
4	2000	0.05	20	22
5	2000	0.05	25792	25478
6	2000	0.05	25428	25734
7	2000	0.05	50735	50956
8	2000	0.05	2572	2598
9	2000	0.05	19979784	19980201
10	2000	0.05	25502	25718
11	2000	0.05	1015438	1008713
12	2000	0.05	1015611	1009317
13	2000	0.05	9989637	10084565
1	2000	0.05	10028490	10123569
2	2000	0.05	334680	334795
3	2000	0.05	1003567	1023746
4	2000	0.05	20	22
5	2000	0.05	25106	25643
6	2000	0.05	25022	25898
7	2000	0.05	50350	51287
8	2000	0.05	2551	2618
9	2000	0.05	20046559	20048408
10	2000	0.05	25486	25881
11	2000	0.05	1007054	1013697
12	2000	0.05	1006127	1014342
13	2000	0.05	10022058	10117140
1	2000	0.1	39921661	40101444
2	2000	0.1	2661992	2660830
3	2000	0.1	7980624	8053468
4	2000	0.1	1312	1365
5	2000	0.1	400929	402580
6	2000	0.1	398786	404393
7	2000	0.1	801248	805161
8	2000	0.1	80113	81213
9	2000	0.1	79857483	79843281
10	2000	0.1	399643	404339
11	2000	0.1	8002441	8017358
12	2000	0.1	7998934	8018443
13	2000	0.1	39916234	40096019
1	2000	0.1	39846301	40025921
2	2000	0.1	2653503	2652830
3	2000	0.1	7957905	8030154
4	2000	0.1	1339	1357
5	2000	0.1	386468	401012
6	2000	0.1	392243	402868
7	2000	0.1	785037	802025
8	2000	0.1	77969	80824
9	2000	0.1	79687033	79683158
10	2000	0.1	392770	402760
11	2000	0.1	7854847	7993171
12	2000	0.1	7854092	7995312
13	2000	0.1	39835573	40015198
